ticket_id,company_id,issue_type,created_at,resolution_time_hrs
TCK-89324,F09F7F2C,Billing,2023-04-07 00:00:00,39.94368993897878
TCK-93512,FA3692BA,Feature Request,2023-01-20 00:00:00,27.75821368637976
TCK-59669,AD60EA96,Billing,2023-12-03 00:00:00,16.72195934141112
TCK-42702,D0622CF7,Technical,2023-03-28 00:00:00,29.470850342048433
TCK-19979,E931E752,Technical,2023-01-25 00:00:00,18.4909162773721
TCK-53449,32771FF8,Billing,2023-04-22 00:00:00,15.664795570042266
TCK-34319,1CA28D73,Feature Request,2023-12-05 00:00:00,10.147647981204187
TCK-55140,1461010A,Onboarding,2023-05-10 00:00:00,2.978054318979371
TCK-95981,EAD43ED5,Feature Request,2023-03-31 00:00:00,19.320915521286658
TCK-28209,40699336,Onboarding,2023-01-02 00:00:00,25.89664187904158
TCK-71150,1EA29996,Onboarding,2023-12-29 00:00:00,22.840515959821325
TCK-61174,F88F2D50,Onboarding,2023-08-07 00:00:00,19.008396864631695
TCK-17648,39A4A5C0,Billing,2023-04-24 00:00:00,12.651047271638626
TCK-54660,F0528897,Feature Request,2023-11-18 00:00:00,31.29895430021962
TCK-57922,B6F35B87,Onboarding,2023-04-17 00:00:00,8.19441696064098
TCK-34147,29F31910,Feature Request,2023-03-16 00:00:00,33.3123349661217
TCK-30455,E4B8C010,Feature Request,2023-08-22 00:00:00,11.973395772879304
TCK-58097,7DE14D98,Billing,2023-07-27 00:00:00,14.970777151763581
TCK-12956,B788E601,Billing,2023-09-01 00:00:00,6.398577712611875
TCK-39161,36200F0B,Billing,2023-02-26 00:00:00,17.98317423737236
TCK-94971,E1E56ECF,Feature Request,2023-09-18 00:00:00,35.70374950173574
TCK-77102,27DDB21D,Feature Request,2023-01-21 00:00:00,30.187537061327475
TCK-10449,4B78CE7E,Feature Request,2023-01-03 00:00:00,35.74106534433642
TCK-98121,26814F14,Onboarding,2023-01-31 00:00:00,30.265710551207228
TCK-27770,421DEA28,Technical,2023-09-06 00:00:00,
TCK-35188,F85656F2,Billing,2023-03-28 00:00:00,10.75596205763557
TCK-40063,575C13DF,Technical,2023-03-13 00:00:00,20.030529308069312
TCK-82884,4BD255F6,Technical,2023-03-31 00:00:00,14.637610450590447
TCK-71740,7A0D1C14,Onboarding,2023-05-23 00:00:00,39.96689884846848
TCK-56912,FE776890,Onboarding,2023-04-09 00:00:00,9.63853624288426
TCK-15113,49BFA575,Onboarding,2023-02-17 00:00:00,34.72437227266933
TCK-58893,50701370,Billing,2023-04-27 00:00:00,34.71544644130523
TCK-97426,C0B85446,Billing,2023-06-27 00:00:00,45.955442420593045
TCK-51770,197C6669,Feature Request,2023-04-10 00:00:00,19.08376088844603
TCK-79548,E7DAF4F6,Technical,2023-11-26 00:00:00,32.547865914961946
TCK-47914,CC3A93EA,Billing,2023-08-12 00:00:00,51.379822038466116
TCK-82944,520F066B,Billing,2023-09-08 00:00:00,16.588299876795638
TCK-41491,F38223D2,Billing,2023-09-26 00:00:00,5.579517029611683
TCK-19540,AA859956,Billing,2023-01-09 00:00:00,1.4398795931068378
TCK-47709,A683F107,Onboarding,2023-11-15 00:00:00,32.55254434633598
TCK-53636,8066F5AA,Technical,2023-11-10 00:00:00,1.4021975032969962
TCK-95955,86CDA9EA,Onboarding,2023-02-18 00:00:00,19.532171364744926
TCK-69524,B9284591,Onboarding,2023-07-29 00:00:00,29.247758244467526
TCK-14772,17377513,Technical,2023-10-09 00:00:00,26.222106441958967
TCK-82805,B3D83BE6,Technical,2023-12-12 00:00:00,29.105338370210067
TCK-75237,B9B58743,Billing,2023-06-26 00:00:00,26.66747826961025
TCK-83178,A42DA964,Billing,2023-08-26 00:00:00,39.34638975976072
TCK-96593,35FD16E5,Feature Request,2023-04-24 00:00:00,12.572203431134437
TCK-88153,92984028,Billing,2023-07-26 00:00:00,15.876058338497625
TCK-52357,D1F0EFBB,Onboarding,2023-10-10 00:00:00,14.728086656750111
TCK-84994,9C541C2F,Onboarding,2023-10-31 00:00:00,33.96230174235132
TCK-46471,8C6C3455,Technical,2023-10-06 00:00:00,34.80478306074076
TCK-89002,75799216,Feature Request,2023-08-03 00:00:00,29.4147038318221
TCK-49064,08D1E278,Onboarding,2023-12-20 00:00:00,38.201924002679135
TCK-81201,EA8B39DC,Feature Request,2023-11-08 00:00:00,
TCK-60922,59B84088,Onboarding,2023-01-25 00:00:00,9.863509591483432
TCK-69290,14974E57,Onboarding,2023-04-30 00:00:00,44.00668933861364
TCK-62307,D68C838B,Onboarding,2023-02-12 00:00:00,42.2788634605471
TCK-39185,2EF754EE,Feature Request,2023-02-17 00:00:00,32.82746396694896
TCK-87037,E5322E5C,Billing,2023-06-03 00:00:00,45.38158690525272
TCK-12686,1BB0B5E8,Onboarding,2023-11-22 00:00:00,4.120521507866712
TCK-90449,60CD5E0F,Technical,2023-11-12 00:00:00,17.70662236484818
TCK-45304,E6D874C0,Onboarding,2023-06-01 00:00:00,15.176358471816572
TCK-52350,0E3434B8,Billing,2023-04-03 00:00:00,32.65775188508812
TCK-28459,9A7A34FD,Onboarding,2023-05-04 00:00:00,11.398311124774253
TCK-10624,255A0D3A,Billing,2023-09-20 00:00:00,33.08994179204983
TCK-26517,A5F27BC8,Onboarding,2023-12-30 00:00:00,40.44643372796056
TCK-42322,617FA2C7,Feature Request,2023-06-25 00:00:00,32.34243480100799
TCK-54307,479000CB,Onboarding,2023-10-01 00:00:00,27.405012283938014
TCK-60354,5A5423E5,Technical,2023-01-15 00:00:00,12.145519909191009
TCK-11959,F6456833,Technical,2023-07-13 00:00:00,13.837788406495624
TCK-18052,5CD02F7E,Technical,2023-08-20 00:00:00,38.99542686356
TCK-96135,F58E2B10,Technical,2023-04-24 00:00:00,33.352188046863986
TCK-88614,E92F3DF2,Onboarding,2023-12-12 00:00:00,23.53176576746947
TCK-52225,1A3CCCF4,Technical,2023-02-12 00:00:00,18.985085450809315
TCK-46639,16DE032A,Billing,2023-01-24 00:00:00,1.0
TCK-67027,BEB96146,Feature Request,2023-11-06 00:00:00,11.149770975786733
TCK-68015,B8CF1B1E,Technical,2023-02-16 00:00:00,46.93702904567668
TCK-88674,1DD20FEE,Technical,2023-03-22 00:00:00,8.634533147970398
TCK-21404,E3B1C27A,Feature Request,2023-06-04 00:00:00,26.273757854652967
TCK-57078,C70783DB,Technical,2023-03-03 00:00:00,36.089327678342386
TCK-89183,678D98FA,Technical,2023-07-15 00:00:00,8.94092798397249
TCK-39005,2580BB34,Technical,2023-07-22 00:00:00,26.216525697373
TCK-25874,B85DADEB,Technical,2023-04-21 00:00:00,35.25498645012786
TCK-49592,E56E8432,Onboarding,2023-01-24 00:00:00,
TCK-64786,74AFD17C,Billing,2023-01-24 00:00:00,24.149991862887003
TCK-85557,B258903F,Technical,2023-02-24 00:00:00,58.42083666800122
TCK-91132,155C9ED2,Technical,2023-07-11 00:00:00,3.9768088934616586
TCK-89128,8B43661C,Billing,2023-02-13 00:00:00,
TCK-86253,51A33294,Onboarding,2023-04-05 00:00:00,36.704742358606545
TCK-34144,D6BF2D5D,Onboarding,2023-03-16 00:00:00,21.92637915124243
TCK-74517,57461939,Billing,2023-12-25 00:00:00,33.2630418580401
TCK-88604,114323C2,Onboarding,2023-07-01 00:00:00,
TCK-91480,F43F68EE,Technical,2023-10-24 00:00:00,29.29568582039095
TCK-38468,CE8B8124,Technical,2023-06-26 00:00:00,15.20212563468004
TCK-95313,C98BFD00,Feature Request,2023-07-17 00:00:00,26.74795670951208
TCK-47337,AD13FB9E,Onboarding,2023-02-08 00:00:00,1.7051825832205552
TCK-42120,C8DE04BC,Feature Request,2023-05-28 00:00:00,
TCK-48759,254FB304,Onboarding,2023-11-11 00:00:00,31.238970006856725
TCK-97828,419D00E4,Feature Request,2023-02-11 00:00:00,27.57790159188631
TCK-66100,D47DF1E3,Onboarding,2023-08-04 00:00:00,31.663922023717227
TCK-71725,C70783DB,Feature Request,2023-12-04 00:00:00,36.697419901045805
TCK-30987,E3B1C27A,Billing,2023-10-22 00:00:00,28.411438082516533
TCK-81754,4C95B9EF,Billing,2023-09-02 00:00:00,25.777073037579314
TCK-17847,B712D553,Technical,2023-11-16 00:00:00,13.427179960064493
TCK-24926,E5322E5C,Feature Request,2023-12-12 00:00:00,15.453350836211388
TCK-67907,869BEE3A,Billing,2023-12-15 00:00:00,38.24081544212797
TCK-66043,F8357645,Technical,2023-11-20 00:00:00,41.236024868471745
TCK-36007,2461D173,Feature Request,2023-03-19 00:00:00,21.14267476425535
TCK-30357,B9ABABA4,Billing,2023-10-27 00:00:00,24.55203296703929
TCK-77740,761E4C5B,Onboarding,2023-11-22 00:00:00,13.144627500074808
TCK-38923,8FF7CC2F,Feature Request,2023-08-01 00:00:00,38.073082143209334
TCK-89465,BC9CE9C2,Onboarding,2023-03-19 00:00:00,31.985001884301344
TCK-42091,90157DDC,Feature Request,2023-01-15 00:00:00,47.29460923756499
TCK-80500,586419DD,Technical,2023-10-19 00:00:00,13.460123073843134
TCK-28769,C4BB7BD9,Onboarding,2023-04-17 00:00:00,19.463905211781395
TCK-92099,26814F14,Feature Request,2023-12-04 00:00:00,26.777351070306867
TCK-72750,C791961C,Onboarding,2023-03-06 00:00:00,31.75787445270925
TCK-99523,A884DBD7,Feature Request,2023-04-14 00:00:00,21.411988349428412
TCK-54672,6405C93D,Technical,2023-02-06 00:00:00,13.524466914555596
TCK-22353,6B91CB37,Billing,2023-01-22 00:00:00,34.57689034708285
TCK-56281,636CF03C,Technical,2023-07-18 00:00:00,32.65362435054698
TCK-34115,EAAC3EE0,Feature Request,2023-05-30 00:00:00,13.0047107932353
TCK-18337,620A6870,Technical,2023-07-08 00:00:00,40.265313613265945
TCK-55275,6928FFF7,Technical,2023-06-11 00:00:00,38.04238451035924
TCK-57897,F708B197,Feature Request,2023-09-08 00:00:00,25.611557966973514
TCK-71507,7D415FE0,Feature Request,2023-11-11 00:00:00,24.955174348512436
TCK-48470,809A827E,Feature Request,2023-09-19 00:00:00,30.648693253390885
TCK-47745,400A916C,Onboarding,2023-10-23 00:00:00,13.659563156924902
TCK-63319,51A33294,Technical,2023-06-07 00:00:00,24.360377749968986
TCK-26988,28EB626D,Feature Request,2023-10-24 00:00:00,1.0
TCK-24399,69A17FC8,Technical,2023-06-20 00:00:00,34.51746774603522
TCK-26564,609A9210,Feature Request,2023-08-04 00:00:00,5.262081330697686
TCK-88286,5CE1449E,Technical,2023-04-02 00:00:00,42.04103794114799
TCK-67783,75E01264,Technical,2023-11-11 00:00:00,20.038558872402596
TCK-19561,84867A76,Technical,2023-03-12 00:00:00,21.45999621682588
TCK-96080,5213DEDC,Onboarding,2023-08-12 00:00:00,16.467193126985933
TCK-35674,51E03C07,Onboarding,2023-03-17 00:00:00,20.543533512935085
TCK-97573,6D7B052E,Billing,2023-10-09 00:00:00,41.02237614177644
TCK-84348,F52DE6F3,Feature Request,2023-09-10 00:00:00,1.0
TCK-25232,D3005550,Onboarding,2023-07-11 00:00:00,39.32358463305825
TCK-13175,DB37742B,Technical,2023-08-23 00:00:00,28.056281773220498
TCK-22269,4460FB36,Onboarding,2023-03-10 00:00:00,9.515740225713413
TCK-35305,A7640BEA,Feature Request,2023-05-05 00:00:00,11.096251283409146
TCK-17353,119BEF02,Onboarding,2023-12-22 00:00:00,44.116716326498434
TCK-62455,40307690,Feature Request,2023-09-07 00:00:00,
TCK-92593,08955E07,Technical,2023-07-28 00:00:00,12.653917440687225
TCK-36274,619F7FF5,Billing,2023-08-07 00:00:00,10.159793872848487
TCK-13547,EE580DAA,Billing,2023-03-19 00:00:00,37.647774508376756
TCK-75978,E90E079F,Onboarding,2023-05-30 00:00:00,28.06263451543097
TCK-36678,5E803243,Technical,2023-10-06 00:00:00,12.744893081563214
TCK-69160,CCE9A132,Feature Request,2023-08-05 00:00:00,26.59949970485543
TCK-80812,0AA69631,Feature Request,2023-03-27 00:00:00,11.690967796316674
TCK-37111,55FE236F,Feature Request,2023-12-24 00:00:00,
TCK-98759,32771FF8,Onboarding,2023-11-24 00:00:00,37.20985678107127
TCK-88563,BC9CE9C2,Technical,2023-08-11 00:00:00,36.7364515784776
TCK-46691,0C187E97,Billing,2023-08-03 00:00:00,30.384074385863318
TCK-44282,58078870,Onboarding,2023-03-16 00:00:00,28.3399327349642
TCK-38200,072F8FF0,Onboarding,2023-10-16 00:00:00,45.13425749840849
TCK-24192,47B61FD5,Onboarding,2023-02-09 00:00:00,23.996235928658702
TCK-55217,99C5A9D4,Billing,2023-09-01 00:00:00,9.817510494950387
TCK-78671,B258903F,Billing,2023-04-21 00:00:00,29.393686953987682
TCK-46942,0AD4F370,Billing,2023-02-01 00:00:00,49.03256459444536
TCK-63171,10E9BBB9,Feature Request,2023-06-28 00:00:00,11.822886081769774
TCK-37993,1B2F34BA,Onboarding,2023-02-08 00:00:00,19.66244679967217
TCK-77508,5481505B,Technical,2023-05-21 00:00:00,28.99735245721743
TCK-56171,F7657CCF,Billing,2023-06-13 00:00:00,23.35314181193113
TCK-62863,4AC1D90F,Onboarding,2023-02-22 00:00:00,12.212357035472225
TCK-73839,05B17C8A,Feature Request,2023-02-26 00:00:00,37.462294274765654
TCK-89717,B8CD465A,Billing,2023-02-16 00:00:00,51.840488664207115
TCK-23462,5404AB1F,Feature Request,2023-12-03 00:00:00,26.35357750828689
TCK-83237,D2CA3A54,Technical,2023-12-22 00:00:00,13.151180523167996
TCK-22243,98F6FC6C,Billing,2023-08-12 00:00:00,5.412473699358301
TCK-77811,4B6CF9E3,Feature Request,2023-08-06 00:00:00,27.09571177465417
TCK-71606,16A901CC,Feature Request,2023-10-20 00:00:00,37.24652811979509
TCK-78329,FA1EDF36,Technical,2023-12-31 00:00:00,29.70201295794458
TCK-18607,B32D896F,Feature Request,2023-07-31 00:00:00,23.971153908973754
TCK-53625,EB2B0EE9,Technical,2023-01-15 00:00:00,16.928740178528326
TCK-94361,54806CB8,Billing,2023-07-02 00:00:00,10.894036407382924
TCK-67636,92D13AE2,Technical,2023-06-17 00:00:00,34.01701591589858
TCK-41380,A5276DB2,Technical,2023-07-06 00:00:00,34.965259456627024
TCK-31377,78083308,Onboarding,2023-09-18 00:00:00,5.451242559711204
TCK-28615,21F2C09C,Billing,2023-12-04 00:00:00,43.07806773816821
TCK-83342,F19D7C5C,Billing,2023-06-21 00:00:00,30.888854650728014
TCK-45085,07C691F8,Feature Request,2023-10-04 00:00:00,40.79513574174952
TCK-37265,2BA19412,Billing,2023-11-06 00:00:00,7.89446701817862
TCK-29873,62936380,Onboarding,2023-01-04 00:00:00,7.610110135014732
TCK-72782,9D760968,Feature Request,2023-04-02 00:00:00,22.212368282792436
TCK-39095,0EA2C432,Onboarding,2023-11-28 00:00:00,30.03341312274233
TCK-18025,18C75AF3,Technical,2023-12-30 00:00:00,45.556329875123566
TCK-49298,E90E079F,Feature Request,2023-07-09 00:00:00,32.472946965781574
TCK-81351,E9F474CB,Feature Request,2023-01-03 00:00:00,21.0878246782556
TCK-83964,CC3A93EA,Feature Request,2023-10-02 00:00:00,11.683569508009295
TCK-69857,B788E601,Technical,2023-11-24 00:00:00,38.7600068726298
TCK-72274,ED6C3809,Feature Request,2023-09-05 00:00:00,12.423534890991423
TCK-75701,50701370,Onboarding,2023-03-03 00:00:00,43.54162265726786
TCK-73010,5A200E6F,Feature Request,2023-12-21 00:00:00,20.58738420472189
TCK-11129,D7940F6A,Feature Request,2023-02-01 00:00:00,43.0869848714142
TCK-16298,D4367280,Technical,2023-02-07 00:00:00,32.14717548071134
TCK-35357,400A916C,Onboarding,2023-03-14 00:00:00,22.356054126690502
TCK-98841,C5DB1D44,Billing,2023-04-21 00:00:00,17.767243538086483
TCK-96797,51A26C80,Feature Request,2023-12-21 00:00:00,19.90910547184704
TCK-65993,26572863,Billing,2023-11-13 00:00:00,29.13980030850285
TCK-72224,262CE5BB,Billing,2023-11-20 00:00:00,24.925877954612602
TCK-55857,9FA4EF42,Feature Request,2023-08-11 00:00:00,16.874263103175537
TCK-48796,382CBB34,Billing,2023-07-28 00:00:00,22.012423076188412
TCK-40740,08607406,Technical,2023-09-26 00:00:00,24.9429243566298
TCK-12289,32F391F5,Onboarding,2023-01-09 00:00:00,1.0
TCK-98403,B6C3C527,Feature Request,2023-03-12 00:00:00,29.498017377464386
TCK-70148,AA153489,Technical,2023-04-11 00:00:00,12.243345303398318
TCK-21566,54B06094,Billing,2023-03-07 00:00:00,10.16001116153106
TCK-11741,696B5782,Feature Request,2023-11-16 00:00:00,3.7518678346714758
TCK-98049,45C6EB08,Technical,2023-09-02 00:00:00,2.4732900255853174
TCK-74597,134AFEAF,Billing,2023-06-21 00:00:00,7.73462996265253
TCK-22606,F5411AF3,Billing,2023-01-20 00:00:00,15.491748508434114
TCK-11168,1876F6CB,Billing,2023-08-03 00:00:00,47.43910965031882
TCK-55698,1D5FB531,Technical,2023-07-25 00:00:00,17.689443889257554
TCK-88364,0937AEEB,Feature Request,2023-06-22 00:00:00,26.133001275216376
TCK-51765,B3271539,Onboarding,2023-04-23 00:00:00,28.805776638075944
TCK-74486,8F38344D,Billing,2023-07-03 00:00:00,25.572782234590186
TCK-84770,0F7D4685,Feature Request,2023-05-26 00:00:00,23.070678471288076
TCK-60384,BEFE2BB5,Technical,2023-05-10 00:00:00,9.656474836809064
TCK-93043,9D75E0F4,Feature Request,2023-07-31 00:00:00,41.41113057935054
TCK-13007,3B839ED1,Technical,2023-03-21 00:00:00,45.68635972365462
TCK-28180,CFD7B8E1,Feature Request,2023-12-21 00:00:00,3.80809567052777
TCK-28610,D4367280,Onboarding,2023-09-23 00:00:00,11.711656909363445
TCK-87626,71C9A79E,Technical,2023-05-16 00:00:00,20.642275891475926
TCK-26847,BAD05DDA,Onboarding,2023-12-09 00:00:00,
TCK-98513,7C2663D8,Technical,2023-12-19 00:00:00,12.425546461077705
TCK-16505,B4710BFA,Billing,2023-12-07 00:00:00,30.071586641470383
TCK-51894,A269676C,Billing,2023-01-09 00:00:00,15.260733571120642
TCK-46674,C1DCE37E,Technical,2023-06-23 00:00:00,49.98067281367923
TCK-62513,6E6D2974,Technical,2023-02-28 00:00:00,38.286583132123155
TCK-51978,088BB1E7,Feature Request,2023-05-01 00:00:00,26.55088836758658
TCK-88416,049C6F51,Technical,2023-07-15 00:00:00,36.32383515983679
TCK-17453,4102D79A,Billing,2023-01-30 00:00:00,37.27080509228771
TCK-87154,388FA9B8,Technical,2023-11-01 00:00:00,17.23263014330108
TCK-24936,641891C8,Billing,2023-09-24 00:00:00,14.205393065496423
TCK-15879,D5BDFDB5,Technical,2023-09-30 00:00:00,24.93771675563577
TCK-46527,753E1E35,Billing,2023-06-21 00:00:00,34.33963349397533
TCK-91919,80755789,Billing,2023-04-03 00:00:00,25.66872478384101
TCK-44407,6B12E526,Technical,2023-01-26 00:00:00,5.076042213708035
TCK-21602,84E8D24F,Technical,2023-08-06 00:00:00,14.366106672589893
TCK-79964,C011A15D,Billing,2023-03-29 00:00:00,23.112325636867464
TCK-27970,5A9D46D0,Feature Request,2023-03-13 00:00:00,23.09201274809004
TCK-49727,5563D8FC,Feature Request,2023-10-20 00:00:00,47.6705061214777
TCK-10490,043C3A80,Onboarding,2023-08-23 00:00:00,7.368144691212024
TCK-21570,620A6870,Billing,2023-02-07 00:00:00,30.067070902030494
TCK-98387,62B3EC22,Technical,2023-04-19 00:00:00,
TCK-36581,EDC38484,Feature Request,2023-09-12 00:00:00,41.86935729993947
TCK-22407,D2985326,Billing,2023-03-13 00:00:00,51.25739694507355
TCK-65337,93FB0478,Technical,2023-12-08 00:00:00,19.147230921792463
TCK-94887,EBBE6106,Billing,2023-07-02 00:00:00,29.897153432642398
TCK-73677,95A4C8A1,Feature Request,2023-07-27 00:00:00,30.837124286383762
TCK-74912,85463977,Feature Request,2023-09-18 00:00:00,26.34578077863949
TCK-79569,21EDBE96,Technical,2023-12-03 00:00:00,22.81385758512833
TCK-81401,DB88C956,Onboarding,2023-08-10 00:00:00,29.23170467400055
TCK-31163,53E63F37,Feature Request,2023-11-24 00:00:00,1.0
TCK-30829,361FE323,Technical,2023-10-31 00:00:00,32.184833880751576
TCK-77465,B104A4FD,Billing,2023-08-16 00:00:00,25.514134843943605
TCK-94355,699E70E0,Feature Request,2023-08-18 00:00:00,21.330301238660816
TCK-32152,1E7CADBE,Technical,2023-06-16 00:00:00,48.56234634863469
TCK-80487,D3491F8E,Billing,2023-12-13 00:00:00,15.900791774513372
TCK-41698,54A2392C,Onboarding,2023-10-26 00:00:00,19.16308813121963
TCK-52396,0E8C79C4,Onboarding,2023-03-11 00:00:00,47.89863962645681
TCK-29961,E59F0849,Feature Request,2023-08-27 00:00:00,14.015264341801721
TCK-59831,087EEE6B,Onboarding,2023-09-11 00:00:00,17.398616604761536
TCK-58412,58078870,Billing,2023-10-13 00:00:00,22.2356949188298
TCK-48129,24414F92,Billing,2023-12-30 00:00:00,34.08881378555459
TCK-53209,77BC1107,Feature Request,2023-07-18 00:00:00,26.49363008823976
TCK-19171,A6B33E24,Technical,2023-10-20 00:00:00,8.488495834172848
TCK-55995,FB5B5C76,Billing,2023-07-22 00:00:00,17.613977242473727
TCK-94972,809A827E,Billing,2023-02-11 00:00:00,16.711746801453465
TCK-66168,B2810D27,Billing,2023-09-27 00:00:00,23.073347457323454
TCK-10571,C4784C05,Technical,2023-01-23 00:00:00,29.110123903557948
TCK-93702,82C38641,Technical,2023-12-27 00:00:00,29.018469070655666
TCK-74392,1EFC3228,Onboarding,2023-10-15 00:00:00,2.687858951419173
TCK-40528,90DFB50D,Billing,2023-11-17 00:00:00,36.767291850730274
TCK-12361,28F4F400,Billing,2023-04-11 00:00:00,27.03082615195948
TCK-93049,14D10F33,Billing,2023-06-24 00:00:00,40.61438457112688
TCK-91993,81206648,Billing,2023-07-20 00:00:00,29.33037992748806
TCK-13009,69DCC6D6,Feature Request,2023-10-20 00:00:00,37.21587549282914
TCK-29560,58FF6060,Technical,2023-06-26 00:00:00,29.598543737401524
TCK-89262,B3334EDD,Technical,2023-07-28 00:00:00,40.15470907443298
TCK-60389,E5733B8B,Technical,2023-01-09 00:00:00,30.267007632213343
TCK-93746,700F5A32,Technical,2023-09-13 00:00:00,
TCK-32644,B6E0B6DF,Feature Request,2023-05-14 00:00:00,22.82501704268515
TCK-44021,9E4CB892,Feature Request,2023-03-13 00:00:00,51.26921664536258
TCK-47785,57FCF958,Billing,2023-11-22 00:00:00,34.66844546735871
TCK-22061,C7CD08E7,Onboarding,2023-09-11 00:00:00,30.884933052052958
TCK-63478,3CC16CA7,Feature Request,2023-07-08 00:00:00,8.684347001539969
TCK-74611,B371ED5C,Technical,2023-10-05 00:00:00,8.540308590437547
TCK-58847,FC28395D,Technical,2023-05-10 00:00:00,27.512585785702242
TCK-59914,0A189402,Feature Request,2023-05-24 00:00:00,25.74625437321889
TCK-64897,FFCBDECD,Onboarding,2023-12-06 00:00:00,16.630529219900204
TCK-97327,44F4658B,Onboarding,2023-04-12 00:00:00,25.69179239534472
TCK-39968,4F756392,Onboarding,2023-10-15 00:00:00,43.06352313652315
TCK-30974,417ECD38,Feature Request,2023-11-19 00:00:00,32.34482969460358
TCK-61332,0BB4EA28,Onboarding,2023-08-11 00:00:00,10.30789788296714
TCK-13840,902CDC96,Feature Request,2023-03-20 00:00:00,22.661894074284675
TCK-10599,2D2D538D,Onboarding,2023-08-30 00:00:00,14.34040222976927
TCK-83512,97AAA9E1,Technical,2023-11-09 00:00:00,19.347601003097267
TCK-41962,F6E5CA72,Feature Request,2023-06-03 00:00:00,19.036612012444287
TCK-14151,9089009E,Onboarding,2023-10-02 00:00:00,18.268253008751937
TCK-17808,4E8103C3,Onboarding,2023-06-13 00:00:00,8.938375536319262
TCK-32920,E39C6137,Onboarding,2023-11-02 00:00:00,22.46814382178172
TCK-16702,6D2E881D,Feature Request,2023-01-05 00:00:00,17.27270835783228
TCK-35709,1D9903DE,Billing,2023-11-05 00:00:00,1.0
TCK-74228,35FF6FF5,Technical,2023-04-27 00:00:00,48.63566429401995
TCK-45342,7186E727,Onboarding,2023-06-11 00:00:00,37.06523585060006
TCK-83692,E30D1260,Billing,2023-05-04 00:00:00,19.484391300900047
TCK-83281,40B50699,Onboarding,2023-06-21 00:00:00,24.22582859688718
TCK-27387,81F0B63E,Billing,2023-12-13 00:00:00,9.940147832189258
TCK-96236,F0ECC4C7,Technical,2023-01-12 00:00:00,44.34867453373038
TCK-37488,A5F298E0,Onboarding,2023-06-09 00:00:00,46.76746433727734
TCK-70816,F28065D6,Onboarding,2023-03-13 00:00:00,25.880324738958294
TCK-74418,63BA1694,Onboarding,2023-04-25 00:00:00,36.28236773022414
TCK-28643,2B1E007C,Technical,2023-02-27 00:00:00,26.103441347207088
TCK-46014,A7C11A21,Technical,2023-01-15 00:00:00,7.959294733488832
TCK-44628,D4E1156F,Technical,2023-08-24 00:00:00,19.058119572436112
TCK-97534,886AFFFA,Onboarding,2023-04-04 00:00:00,25.583135601263486
TCK-57641,E5AEC64B,Feature Request,2023-09-26 00:00:00,18.54542737507867
TCK-98722,7830A0C0,Onboarding,2023-10-11 00:00:00,21.37616067077957
TCK-44018,64AE2A91,Feature Request,2023-02-11 00:00:00,22.903205309890627
TCK-20593,9F7F3EEC,Technical,2023-11-17 00:00:00,23.029458025614463
TCK-97236,4CA06C66,Onboarding,2023-09-02 00:00:00,24.6271018859698
TCK-99687,98F8CAEE,Technical,2023-06-10 00:00:00,11.27273920324079
TCK-27788,53C02CF0,Feature Request,2023-08-02 00:00:00,15.395806210464766
TCK-69720,18CA92D5,Technical,2023-08-01 00:00:00,8.584988811600368
TCK-22513,B65AB091,Technical,2023-07-17 00:00:00,35.7337865962344
TCK-59093,6507021C,Feature Request,2023-09-01 00:00:00,1.0
TCK-43728,ED6C3809,Billing,2023-08-06 00:00:00,37.84308411980311
TCK-77331,3C0D1776,Onboarding,2023-01-15 00:00:00,40.63619276715412
TCK-67943,E27566CB,Feature Request,2023-12-02 00:00:00,20.373832956208542
TCK-17760,6B308491,Feature Request,2023-11-15 00:00:00,1.0
TCK-66555,41FD7BC6,Technical,2023-11-05 00:00:00,19.664273256392512
TCK-88343,F71DCFA2,Onboarding,2023-11-13 00:00:00,23.229790064534168
TCK-17774,8970D4EB,Onboarding,2023-09-10 00:00:00,11.872821360853038
TCK-87355,733A070E,Technical,2023-11-12 00:00:00,17.81737927430109
TCK-64889,232A3CF4,Feature Request,2023-12-13 00:00:00,42.36234238636021
TCK-38221,49BBF112,Onboarding,2023-03-30 00:00:00,31.979125947620894
TCK-79545,928DD239,Billing,2023-10-12 00:00:00,12.905230627462801
TCK-96189,E0CAEB82,Onboarding,2023-02-16 00:00:00,4.828809964854813
TCK-58404,13826630,Technical,2023-03-16 00:00:00,20.075792188682748
TCK-99066,D865707E,Technical,2023-01-24 00:00:00,21.43851864779474
TCK-42285,40CB4560,Onboarding,2023-02-24 00:00:00,29.954390248359797
TCK-67876,7DE14D98,Feature Request,2023-07-09 00:00:00,17.576199449188092
TCK-18378,701E6F71,Billing,2023-11-09 00:00:00,30.137994904342335
TCK-13182,C0388322,Onboarding,2023-10-30 00:00:00,47.22184848072275
TCK-78332,653B5ABE,Technical,2023-02-13 00:00:00,33.78601226933115
TCK-90614,0F8D031E,Onboarding,2023-08-12 00:00:00,23.42293791203073
TCK-99872,184EF641,Technical,2023-01-20 00:00:00,21.802194347360462
TCK-73392,8E5A1A81,Billing,2023-09-05 00:00:00,19.719922389841546
TCK-12070,AF173611,Feature Request,2023-06-14 00:00:00,38.16769094942573
TCK-98230,06A8191C,Feature Request,2023-02-28 00:00:00,16.472238648584366
TCK-18418,838E66A5,Feature Request,2023-06-23 00:00:00,24.54267250799979
